1.0,1.1,1.2000000000000002,1.3000000000000003,1.4000000000000004,1.5000000000000004,1.6000000000000005,1.7000000000000006,1.8000000000000007,1.9000000000000008,2.000000000000001,2.100000000000001,2.200000000000001,2.300000000000001,2.4000000000000012,2.5000000000000013,2.6000000000000014,2.7000000000000015,2.8000000000000016,2.9000000000000017,3.0000000000000018,3.100000000000002,3.200000000000002,3.300000000000002
0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298
0.4775,0.453,0.443,0.43475,0.42375,0.3945,0.3885,0.384,0.372,0.3755,0.345,0.3495,0.35075,0.34275,0.3455,0.33925,0.329,0.33,0.3355,0.334,0.321,0.32325,0.32325,0.31825
0.599,0.55675,0.55175,0.53675,0.51925,0.4665,0.4595,0.45225,0.4375,0.439,0.38575,0.3885,0.39225,0.38,0.38225,0.36775,0.3605,0.3605,0.36325,0.36225,0.3435,0.341,0.34,0.33425
0.67775,0.62475,0.6235,0.6095,0.58075,0.52425,0.50625,0.51175,0.478,0.487,0.42075,0.42325,0.42075,0.40825,0.41325,0.399,0.387,0.395,0.38525,0.38475,0.363,0.35725,0.36025,0.352
0.7315,0.67325,0.6705,0.66275,0.6325,0.5745,0.555,0.551,0.51975,0.526,0.4555,0.45325,0.4505,0.434,0.44425,0.42125,0.414,0.42125,0.40775,0.4085,0.381,0.3765,0.375,0.36625
0.7715,0.71475,0.7055,0.697,0.67175,0.6125,0.5845,0.589,0.553,0.56,0.484,0.4775,0.47525,0.4565,0.46625,0.44475,0.43325,0.435,0.4295,0.4255,0.39825,0.392,0.38875,0.38075
0.80125,0.74325,0.72925,0.722,0.706,0.63925,0.6115,0.61275,0.58425,0.58575,0.5065,0.49875,0.49825,0.4775,0.48775,0.4615,0.44925,0.452,0.448,0.4345,0.41675,0.40275,0.4035,0.39725
0.824,0.76425,0.75025,0.74075,0.7225,0.657,0.635,0.63275,0.60825,0.60625,0.522,0.51125,0.52325,0.496,0.50575,0.476,0.464,0.46875,0.46275,0.44725,0.435,0.41375,0.41125,0.41125
0.8465,0.7805,0.7735,0.76075,0.745,0.6775,0.65575,0.6525,0.6245,0.62475,0.541,0.529,0.543,0.51025,0.52075,0.495,0.47675,0.4855,0.4725,0.46375,0.444,0.4265,0.42075,0.424
